#alpha3	indicator	year	index	rank
ESP	eco	2013	0.6521	76.0
ESP	eco	2014	0.647	84.0
ESP	eco	2015	0.674	67.0
ESP	eco	2016	0.668	72.0
ESP	eco	2017	0.657	81.0
ESP	eco	2018	0.66	80.0
ESP	eco	2019	0.681	72.0
ESP	eco	2020	0.699	71.0
ESP	edu	2006	0.9941	37.0
ESP	edu	2007	0.9943	39.0
ESP	edu	2008	0.9938	58.0
ESP	edu	2009	0.9945	56.0
ESP	edu	2010	0.9964	40.0
ESP	edu	2011	0.997	37.0
ESP	edu	2012	0.9971	38.0
ESP	edu	2013	0.9971	40.0
ESP	edu	2014	0.9973	44.0
ESP	edu	2015	0.998	47.0
ESP	edu	2016	0.998	43.0
ESP	edu	2017	0.998	45.0
ESP	edu	2018	0.998	47.0
ESP	edu	2019	0.998	43.0
ESP	edu	2020	0.998	44.0
ESP	health	2006	0.973	71.0
ESP	health	2007	0.973	74.0
ESP	health	2008	0.973	76.0
ESP	health	2009	0.973	80.0
ESP	health	2010	0.9755	63.0
ESP	health	2011	0.9761	56.0
ESP	health	2012	0.9791	34.0
ESP	health	2013	0.973	75.0
ESP	health	2014	0.9719	87.0
ESP	health	2015	0.972	93.0
ESP	health	2016	0.972	91.0
ESP	health	2017	0.973	81.0
ESP	health	2018	0.972	93.0
ESP	health	2019	0.972	93.0
ESP	health	2020	0.98	114.0
ESP	pol	2006	0.4214	5.0
ESP	pol	2007	0.4214	5.0
ESP	pol	2008	0.3688	7.0
ESP	pol	2009	0.3688	9.0
ESP	pol	2010	0.4258	5.0
ESP	pol	2011	0.426	5.0
ESP	pol	2012	0.2841	27.0
ESP	pol	2013	0.2841	27.0
ESP	pol	2014	0.3139	23.0
ESP	pol	2015	0.326	26.0
ESP	pol	2016	0.316	26.0
ESP	pol	2017	0.354	22.0
ESP	pol	2018	0.354	24.0
ESP	pol	2019	0.527	8.0
ESP	pol	2020	0.491	15.0
EST	glob	2006	0.6944	29.0
EST	glob	2007	0.7008	30.0
EST	glob	2008	0.7076	37.0
EST	glob	2009	0.7094	37.0
EST	glob	2010	0.7018	47.0
EST	glob	2011	0.6983	52.0
EST	glob	2012	0.6977	60.0
EST	glob	2013	0.6997	59.0
EST	glob	2014	0.7017	62.0
EST	glob	2015	0.749	21.0
EST	glob	2016	0.747	22.0
EST	glob	2017	0.731	37.0
EST	glob	2018	0.734	33.0
EST	glob	2019	0.751	26.0
EST	glob	2020	0.733	46.0
EST	eco	2006	0.6824	27.0
EST	eco	2007	0.6935	34.0
EST	eco	2008	0.7004	33.0
EST	eco	2009	0.705	36.0
EST	eco	2010	0.7193	35.0
EST	eco	2011	0.7201	35.0
EST	eco	2012	0.7193	40.0
EST	eco	2013	0.7228	41.0
EST	eco	2014	0.7055	56.0
EST	eco	2015	0.711	47.0
EST	eco	2016	0.703	50.0
EST	eco	2017	0.726	38.0
EST	eco	2018	0.729	42.0
EST	eco	2019	0.736	40.0
EST	eco	2020	0.754	31.0
EST	edu	2006	0.9992	16.0
EST	edu	2007	0.9992	20.0
EST	edu	2008	0.9954	48.0
EST	edu	2009	0.9979	37.0
EST	edu	2010	0.9967	38.0
EST	edu	2011	0.9967	38.0
EST	edu	2012	0.9936	58.0
EST	edu	2013	0.9931	59.0
EST	edu	2014	1.0	1.0
EST	edu	2015	0.999	39.0
EST	edu	2016	0.995	53.0
EST	edu	2017	1.0	1.0
EST	edu	2018	1.0	1.0
EST	edu	2019	1.0	1.0
EST	edu	2020	1.0	1.0
EST	health	2006	0.9791	36.0
EST	health	2007	0.9791	37.0
EST	health	2008	0.9791	38.0
EST	health	2009	0.9791	41.0
EST	health	2010	0.9773	50.0
EST	health	2011	0.9773	51.0
EST	health	2012	0.9791	34.0
EST	health	2013	0.9791	34.0
EST	health	2014	0.9791	37.0
EST	health	2015	0.98	1.0
EST	health	2016	0.98	1.0
EST	health	2017	0.979	36.0
EST	health	2018	0.979	42.0
EST	health	2019	0.974	81.0
EST	health	2020	0.978	59.0
EST	pol	2006	0.1167	51.0
EST	pol	2007	0.1313	51.0
EST	pol	2008	0.1555	48.0
EST	pol	2009	0.1555	50.0
EST	pol	2010	0.1138	74.0
EST	pol	2011	0.0989	87.0
EST	pol	2012	0.0989	87.0
EST	pol	2013	0.1038	88.0
EST	pol	2014	0.1221	88.0
EST	pol	2015	0.308	30.0
EST	pol	2016	0.308	30.0
EST	pol	2017	0.218	52.0
EST	pol	2018	0.228	51.0
EST	pol	2019	0.294	37.0
EST	pol	2020	0.201	75.0
ETH	glob	2006	0.5945	100.0
ETH	glob	2007	0.5991	113.0
ETH	glob	2008	0.5867	122.0
ETH	glob	2009	0.5948	122.0
ETH	glob	2010	0.6019	121.0
ETH	glob	2011	0.6136	116.0
ETH	glob	2012	0.62	118.0
ETH	glob	2013	0.6198	118.0
ETH	glob	2014	0.6144	127.0
ETH	glob	2015	0.64	124.0
ETH	glob	2016	0.662	109.0
ETH	glob	2017	0.656	115.0
ETH	glob	2018	0.656	117.0
ETH	glob	2019	0.705	82.0
ETH	glob	2020	0.691	97.0
ETH	eco	2006	0.5683	74.0
ETH	eco	2007	0.5852	86.0
ETH	eco	2008	0.5654	96.0
ETH	eco	2009	0.5975	91.0
ETH	eco	2010	0.6316	74.0
ETH	eco	2011	0.6373	71.0
ETH	eco	2012	0.6219	85.0
ETH	eco	2013	0.6148	93.0
ETH	eco	2014	0.6177	103.0
ETH	eco	2015	0.608	108.0
ETH	eco	2016	0.599	106.0
ETH	eco	2017	0.604	109.0
ETH	eco	2018	0.606	111.0
ETH	eco	2019	0.568	125.0
ETH	eco	2020	0.56	128.0
ETH	edu	2006	0.7392	108.0
ETH	edu	2007	0.7403	121.0
ETH	edu	2008	0.7001	126.0
ETH	edu	2009	0.7001	130.0
ETH	edu	2010	0.7003	129.0
ETH	edu	2011	0.7043	131.0
ETH	edu	2012	0.7386	130.0
ETH	edu	2013	0.7451	131.0
ETH	edu	2014	0.7113	139.0
ETH	edu	2015	0.741	140.0
ETH	edu	2016	0.84	132.0
ETH	edu	2017	0.819	134.0
ETH	edu	2018	0.819	137.0
ETH	edu	2019	0.85	140.0
ETH	edu	2020	0.85	141.0
ETH	health	2006	0.9687	87.0
ETH	health	2007	0.9686	100.0
ETH	health	2008	0.9686	101.0
ETH	health	2009	0.9686	106.0
ETH	health	2010	0.9737	75.0
ETH	health	2011	0.9737	77.0
ETH	health	2012	0.9737	72.0
ETH	health	2013	0.9737	68.0
ETH	health	2014	0.9725	82.0
ETH	health	2015	0.978	59.0
ETH	health	2016	0.978	57.0
ETH	health	2017	0.979	44.0
ETH	health	2018	0.976	66.0
ETH	health	2019	0.976	63.0
ETH	health	2020	0.97	77.0
ETH	pol	2006	0.1023	61.0
ETH	pol	2007	0.1023	68.0
ETH	pol	2008	0.1129	70.0
ETH	pol	2009	0.1129	74.0
ETH	pol	2010	0.1021	82.0
ETH	pol	2011	0.139	64.0
ETH	pol	2012	0.1457	62.0
ETH	pol	2013	0.1457	66.0
ETH	pol	2014	0.1563	70.0
ETH	pol	2015	0.232	44.0
ETH	pol	2016	0.231	45.0
ETH	pol	2017	0.223	50.0
ETH	pol	2018	0.223	52.0
ETH	pol	2019	0.427	16.0
ETH	pol	2020	0.382	28.0
FIN	glob	2006	0.7958	3.0
FIN	glob	2007	0.8044	3.0
FIN	glob	2008	0.8195	2.0
FIN	glob	2009	0.8252	2.0
FIN	glob	2010	0.826	3.0
FIN	glob	2011	0.8383	3.0
FIN	glob	2012	0.8451	2.0
FIN	glob	2013	0.8421	2.0
FIN	glob	2014	0.8453	2.0
FIN	glob	2015	0.85	3.0
FIN	glob	2016	0.845	2.0
FIN	glob	2017	0.823	3.0
FIN	glob	2018	0.821	4.0
FIN	glob	2019	0.832	3.0
FIN	glob	2020	0.861	2.0
FIN	eco	2006	0.7341	8.0
FIN	eco	2007	0.7225	22.0
FIN	eco	2008	0.7408	19.0
FIN	eco	2009	0.7504	15.0
FIN	eco	2010	0.7566	16.0
FIN	eco	2011	0.7681	12.0
FIN	eco	2012	0.7847	14.0
FIN	eco	2013	0.7727	19.0
FIN	eco	2014	0.7859	21.0
FIN	eco	2015	0.815	8.0
FIN	eco	2016	0.794	16.0
FIN	eco	2017	0.793	16.0
FIN	eco	2018	0.786	17.0
FIN	eco	2019	0.788	18.0
FIN	eco	2020	0.806	13.0
FIN	edu	2006	0.9992	17.0
FIN	edu	2007	0.9992	21.0
FIN	edu	2008	1.0	1.0
FIN	edu	2009	1.0	1.0
FIN	edu	2010	0.9993	28.0
FIN	edu	2011	0.9995	26.0
FIN	edu	2012	1.0	1.0
FIN	edu	2013	1.0	1.0
FIN	edu	2014	1.0	1.0
FIN	edu	2015	1.0	1.0
FIN	edu	2016	1.0	1.0
FIN	edu	2017	1.0	1.0
FIN	edu	2018	1.0	1.0
FIN	edu	2019	1.0	1.0
FIN	edu	2020	1.0	1.0
FIN	health	2006	0.9796	1.0
FIN	health	2007	0.9796	1.0
FIN	health	2008	0.9796	1.0
FIN	health	2009	0.9796	1.0
FIN	health	2010	0.9796	1.0
FIN	health	2011	0.9796	1.0
FIN	health	2012	0.9796	1.0
FIN	health	2013	0.9796	1.0
FIN	health	2014	0.9789	52.0
FIN	health	2015	0.98	1.0
FIN	health	2016	0.98	1.0
FIN	health	2017	0.978	46.0
FIN	health	2018	0.977	60.0
FIN	health	2019	0.977	56.0
FIN	health	2020	0.98	79.0
FIN	pol	2006	0.4704	3.0
FIN	pol	2007	0.5165	2.0
FIN	pol	2008	0.5577	1.0
FIN	pol	2009	0.5709	2.0
FIN	pol	2010	0.5686	2.0
FIN	pol	2011	0.606	2.0
FIN	pol	2012	0.6162	2.0
FIN	pol	2013	0.6162	2.0
FIN	pol	2014	0.6162	2.0
FIN	pol	2015	0.607	2.0
FIN	pol	2016	0.607	2.0
FIN	pol	2017	0.519	5.0
FIN	pol	2018	0.519	6.0
FIN	pol	2019	0.563	5.0
FIN	pol	2020	0.669	2.0
FJI	glob	2006	nan	nan
FJI	glob	2007	nan	nan
FJI	glob	2008	nan	nan
FJI	glob	2009	0.6414	103.0
FJI	glob	2010	0.6256	108.0
FJI	glob	2011	0.6255	109.0
FJI	glob	2012	0.6285	113.0
FJI	glob	2013	0.6286	117.0
FJI	glob	2014	0.6286	122.0
FJI	glob	2015	0.645	121.0
FJI	glob	2016	nan	nan
FJI	glob	2017	0.638	125.0
FJI	glob	2018	0.669	106.0
FJI	glob	2019	0.678	103.0
FJI	glob	2020	0.674	113.0
FJI	eco	2006	nan	nan
FJI	eco	2007	nan	nan
FJI	eco	2008	nan	nan
FJI	eco	2009	0.5343	111.0
FJI	eco	2010	0.4983	114.0
FJI	eco	2011	0.4972	116.0
FJI	eco	2012	0.4974	117.0
FJI	eco	2013	0.4975	120.0
FJI	eco	2014	0.5065	125.0
FJI	eco	2015	0.512	129.0
FJI	eco	2016	nan	nan
FJI	eco	2017	0.479	127.0
FJI	eco	2018	0.603	112.0
FJI	eco	2019	0.584	123.0
FJI	eco	2020	0.568	127.0
FJI	edu	2006	nan	nan
FJI	edu	2007	nan	nan
FJI	edu	2008	nan	nan
FJI	edu	2009	0.991	72.0
FJI	edu	2010	0.9889	70.0
FJI	edu	2011	0.9893	70.0
FJI	edu	2012	0.9925	63.0
FJI	edu	2013	0.9925	63.0
FJI	edu	2014	0.9925	70.0
FJI	edu	2015	0.992	71.0
FJI	edu	2016	nan	nan
FJI	edu	2017	0.991	71.0
FJI	edu	2018	0.991	76.0
FJI	edu	2019	0.997	51.0
FJI	edu	2020	0.997	53.0
FJI	health	2006	nan	nan
FJI	health	2007	nan	nan
FJI	health	2008	nan	nan
FJI	health	2009	0.9796	1.0
FJI	health	2010	0.9796	1.0
FJI	health	2011	0.9796	1.0
FJI	health	2012	0.9796	1.0
FJI	health	2013	0.9796	1.0
FJI	health	2014	0.9796	1.0
FJI	health	2015	0.98	1.0
FJI	health	2016	nan	nan
FJI	health	2017	0.979	36.0
FJI	health	2018	0.979	42.0
FJI	health	2019	0.979	41.0
FJI	health	2020	0.97	72.0
FJI	pol	2006	nan	nan
FJI	pol	2007	nan	nan
FJI	pol	2008	nan	nan
FJI	pol	2009	0.0608	115.0
FJI	pol	2010	0.0358	121.0
FJI	pol	2011	0.0358	123.0
FJI	pol	2012	0.0448	123.0
FJI	pol	2013	0.0448	125.0
FJI	pol	2014	0.0358	136.0
FJI	pol	2015	0.097	110.0
FJI	pol	2016	nan	nan
FJI	pol	2017	0.104	105.0
FJI	pol	2018	0.104	107.0
FJI	pol	2019	0.15	97.0
FJI	pol	2020	0.16	95.0
FRA	glob	2006	0.652	70.0
FRA	glob	2007	0.6824	51.0
FRA	glob	2008	0.7341	15.0
FRA	glob	2009	0.7331	18.0
FRA	glob	2010	0.7025	46.0
FRA	glob	2011	0.7018	48.0
FRA	glob	2012	0.6984	57.0
FRA	glob	2013	0.7089	45.0
FRA	glob	2014	0.7588	16.0
FRA	glob	2015	0.761	15.0
FRA	glob	2016	0.755	17.0
FRA	glob	2017	0.778	11.0
FRA	glob	2018	0.779	12.0
FRA	glob	2019	0.781	15.0
FRA	glob	2020	0.784	16.0
FRA	eco	2006	0.5247	88.0
FRA	eco	2007	0.646	61.0
FRA	eco	2008	0.6631	53.0
FRA	eco	2009	0.6591	61.0
FRA	eco	2010	0.661	60.0
FRA	eco	2011	0.6587	61.0
FRA	eco	2012	0.6687	62.0
FRA	eco	2013	0.669	67.0
FRA	eco	2014	0.7036	57.0
FRA	eco	2015	0.699	56.0
FRA	eco	2016	0.676	64.0
FRA	eco	2017	0.683	64.0
FRA	eco	2018	0.685	63.0
FRA	eco	2019	0.691	65.0
FRA	eco	2020	0.71	58.0
FRA	edu	2006	1.0	1.0
FRA	edu	2007	1.0	1.0
FRA	edu	2008	1.0	1.0
FRA	edu	2009	1.0	1.0
FRA	edu	2010	1.0	1.0
FRA	edu	2011	1.0	1.0
FRA	edu	2012	1.0	1.0
FRA	edu	2013	1.0	1.0
FRA	edu	2014	1.0	1.0
FRA	edu	2015	1.0	1.0
FRA	edu	2016	1.0	1.0
FRA	edu	2017	1.0	1.0
FRA	edu	2018	1.0	1.0
FRA	edu	2019	1.0	1.0
FRA	edu	2020	1.0	1.0
FRA	health	2006	0.9796	1.0
FRA	health	2007	0.9796	1.0
FRA	health	2008	0.9796	1.0
FRA	health	2009	0.9796	1.0
FRA	health	2010	0.9796	1.0
FRA	health	2011	0.9796	1.0
FRA	health	2012	0.9796	1.0
FRA	health	2013	0.9796	1.0
FRA	health	2014	0.9796	1.0
FRA	health	2015	0.98	1.0
FRA	health	2016	0.98	1.0
FRA	health	2017	0.977	54.0
FRA	health	2018	0.974	78.0
FRA	health	2019	0.974	78.0
FRA	health	2020	0.98	86.0
FRA	pol	2006	0.104	60.0
FRA	pol	2007	0.104	67.0
FRA	pol	2008	0.2939	18.0
FRA	pol	2009	0.2939	16.0
FRA	pol	2010	0.1695	47.0
FRA	pol	2011	0.1691	46.0
FRA	pol	2012	0.1452	63.0
FRA	pol	2013	0.187	45.0
FRA	pol	2014	0.352	20.0
FRA	pol	2015	0.365	19.0
FRA	pol	2016	0.365	19.0
FRA	pol	2017	0.453	9.0
FRA	pol	2018	0.458	10.0
FRA	pol	2019	0.459	15.0
FRA	pol	2020	0.457	20.0
GBR	glob	2006	0.7365	9.0
GBR	glob	2007	0.7441	11.0
GBR	glob	2008	0.7366	13.0
GBR	glob	2009	0.7402	15.0
GBR	glob	2010	0.746	15.0
GBR	glob	2011	0.7462	16.0
GBR	glob	2012	0.7433	18.0
GBR	glob	2013	0.744	18.0
GBR	glob	2014	0.7383	26.0
GBR	glob	2015	0.758	18.0
GBR	glob	2016	0.752	20.0
GBR	glob	2017	0.77	15.0
GBR	glob	2018	0.774	15.0
GBR	glob	2019	0.767	21.0
GBR	glob	2020	0.775	23.0
GBR	eco	2006	0.6643	37.0
GBR	eco	2007	0.6947	32.0
GBR	eco	2008	0.6918	42.0
GBR	eco	2009	0.7064	35.0
GBR	eco	2010	0.721	34.0
GBR	eco	2011	0.7224	33.0
GBR	eco	2012	0.7305	33.0
GBR	eco	2013	0.732	35.0
GBR	eco	2014	0.714	46.0
GBR	eco	2015	0.724	43.0
GBR	eco	2016	0.7	53.0
GBR	eco	2017	0.705	53.0
GBR	eco	2018	0.705	52.0
GBR	eco	2019	0.704	58.0
GBR	eco	2020	0.716	55.0
GBR	edu	2006	1.0	1.0
GBR	edu	2007	1.0	1.0
GBR	edu	2008	1.0	1.0
GBR	edu	2009	1.0	1.0
GBR	edu	2010	1.0	1.0
GBR	edu	2011	1.0	1.0
GBR	edu	2012	0.9993	27.0
GBR	edu	2013	0.9994	31.0
GBR	edu	2014	0.9996	32.0
GBR	edu	2015	1.0	37.0
GBR	edu	2016	0.999	34.0
GBR	edu	2017	0.999	36.0
GBR	edu	2018	0.999	38.0
GBR	edu	2019	0.999	38.0
GBR	edu	2020	0.999	40.0
GBR	health	2006	0.9742	63.0
GBR	health	2007	0.9745	67.0
GBR	health	2008	0.9745	69.0
GBR	health	2009	0.9745	72.0
GBR	health	2010	0.9698	90.0
GBR	health	2011	0.9698	91.0
GBR	health	2012	0.9698	93.0
GBR	health	2013	0.9698	92.0
GBR	health	2014	0.9699	94.0
GBR	health	2015	0.974	66.0
GBR	health	2016	0.974	64.0
GBR	health	2017	0.971	100.0
GBR	health	2018	0.97	110.0
GBR	health	2019	0.97	112.0
GBR	health	2020	0.98	110.0
GBR	pol	2006	0.3074	12.0
GBR	pol	2007	0.3074	12.0
GBR	pol	2008	0.2801	21.0
GBR	pol	2009	0.2801	22.0
GBR	pol	2010	0.2933	22.0
GBR	pol	2011	0.2927	23.0
GBR	pol	2012	0.2737	29.0
GBR	pol	2013	0.2747	29.0
GBR	pol	2014	0.2698	33.0
GBR	pol	2015	0.335	23.0
GBR	pol	2016	0.335	24.0
GBR	pol	2017	0.404	17.0
GBR	pol	2018	0.421	11.0
GBR	pol	2019	0.396	20.0
GBR	pol	2020	0.419	23.0
GEO	glob	2006	0.67	54.0
GEO	glob	2007	0.6665	67.0
GEO	glob	2008	0.6654	82.0
GEO	glob	2009	0.668	83.0
GEO	glob	2010	0.6598	88.0
GEO	glob	2011	0.6624	86.0
GEO	glob	2012	0.6691	85.0
GEO	glob	2013	0.675	86.0
GEO	glob	2014	0.6855	85.0
GEO	glob	2015	0.687	82.0
GEO	glob	2016	0.681	90.0
GEO	glob	2017	0.679	94.0
GEO	glob	2018	0.677	99.0
GEO	glob	2019	0.708	74.0
GEO	glob	2020	0.732	49.0
GEO	eco	2006	0.6565	41.0
GEO	eco	2007	0.6304	69.0
GEO	eco	2008	0.635	69.0
GEO	eco	2009	0.6753	54.0
GEO	eco	2010	0.6751	54.0
GEO	eco	2011	0.6725	54.0
GEO	eco	2012	0.6766	57.0
GEO	eco	2013	0.6741	64.0
GEO	eco	2014	0.6751	66.0
GEO	eco	2015	0.692	60.0
GEO	eco	2016	0.679	61.0
GEO	eco	2017	0.669	75.0
GEO	eco	2018	0.654	85.0
GEO	eco	2019	0.701	61.0
GEO	eco	2020	0.705	64.0
GEO	edu	2006	0.9967	27.0
GEO	edu	2007	0.9982	28.0
GEO	edu	2008	1.0	1.0
GEO	edu	2009	0.9855	82.0
GEO	edu	2010	0.9813	87.0
GEO	edu	2011	0.99	67.0
GEO	edu	2012	0.979	89.0
GEO	edu	2013	0.979	89.0
GEO	edu	2014	0.9887	80.0
GEO	edu	2015	1.0	31.0
GEO	edu	2016	0.989	78.0
GEO	edu	2017	0.989	81.0
GEO	edu	2018	0.996	60.0
GEO	edu	2019	1.0	29.0
GEO	edu	2020	1.0	30.0
GEO	health	2006	0.9227	115.0
GEO	health	2007	0.9332	125.0
GEO	health	2008	0.9386	127.0
GEO	health	2009	0.9386	131.0
GEO	health	2010	0.9441	129.0
GEO	health	2011	0.948	128.0
GEO	health	2012	0.9497	129.0
GEO	health	2013	0.9553	126.0
GEO	health	2014	0.967	115.0
GEO	health	2015	0.967	120.0
GEO	health	2016	0.967	119.0
GEO	health	2017	0.967	124.0
GEO	health	2018	0.967	123.0
GEO	health	2019	0.976	68.0
GEO	health	2020	0.972	50.0
GEO	pol	2006	0.1042	59.0
GEO	pol	2007	0.1042	66.0
GEO	pol	2008	0.0881	92.0
GEO	pol	2009	0.0726	103.0
GEO	pol	2010	0.0388	119.0
GEO	pol	2011	0.039	120.0
GEO	pol	2012	0.0711	109.0
GEO	pol	2013	0.0915	97.0
GEO	pol	2014	0.1111	94.0
GEO	pol	2015	0.089	114.0
GEO	pol	2016	0.089	114.0
GEO	pol	2017	0.093	114.0
GEO	pol	2018	0.093	119.0
GEO	pol	2019	0.154	94.0
GEO	pol	2020	0.245	60.0
GHA	glob	2006	0.6652	58.0
GHA	glob	2007	0.6725	63.0
GHA	glob	2008	0.6679	77.0
GHA	glob	2009	0.6704	80.0
GHA	glob	2010	0.6782	70.0
GHA	glob	2011	0.6811	70.0
GHA	glob	2012	0.6778	71.0
GHA	glob	2013	0.6811	76.0
GHA	glob	2014	0.6661	101.0
GHA	glob	2015	0.704	63.0
GHA	glob	2016	0.705	59.0
GHA	glob	2017	0.695	72.0
GHA	glob	2018	0.688	89.0
GHA	glob	2019	0.673	107.0
GHA	glob	2020	0.666	117.0
GHA	eco	2006	0.7535	5.0
GHA	eco	2007	0.7806	3.0
GHA	eco	2008	0.7445	14.0
GHA	eco	2009	0.7548	13.0
GHA	eco	2010	0.7577	15.0
GHA	eco	2011	0.7581	17.0
GHA	eco	2012	0.7543	26.0
GHA	eco	2013	0.7662	24.0
GHA	eco	2014	0.6772	64.0
GHA	eco	2015	0.808	13.0
GHA	eco	2016	0.805	10.0
GHA	eco	2017	0.784	18.0
GHA	eco	2018	0.753	25.0
GHA	eco	2019	0.642	94.0
GHA	eco	2020	0.598	119.0
GHA	edu	2006	0.8682	94.0
GHA	edu	2007	0.8711	106.0
GHA	edu	2008	0.8749	110.0
GHA	edu	2009	0.886	112.0
GHA	edu	2010	0.8915	111.0
GHA	edu	2011	0.9027	111.0
GHA	edu	2012	0.9055	113.0
GHA	edu	2013	0.897	111.0
GHA	edu	2014	0.9104	117.0
GHA	edu	2015	0.924	119.0
GHA	edu	2016	0.931	119.0
GHA	edu	2017	0.931	119.0
GHA	edu	2018	0.935	120.0
GHA	edu	2019	0.951	119.0
GHA	edu	2020	0.951	120.0
GHA	health	2006	0.9685	89.0
GHA	health	2007	0.9674	105.0
GHA	health	2008	0.9674	106.0
GHA	health	2009	0.9674	111.0
GHA	health	2010	0.9674	103.0
GHA	health	2011	0.9674	104.0
GHA	health	2012	0.9674	105.0
GHA	health	2013	0.9674	104.0
GHA	health	2014	0.9669	116.0
GHA	health	2015	0.973	87.0
GHA	health	2016	0.973	85.0
GHA	health	2017	0.968	118.0
GHA	health	2018	0.968	119.0
GHA	health	2019	0.968	121.0
GHA	health	2020	0.973	40.0
GHA	pol	2006	0.071	80.0
GHA	pol	2007	0.071	91.0
GHA	pol	2008	0.0847	94.0
GHA	pol	2009	0.0733	101.0
GHA	pol	2010	0.0961	88.0
GHA	pol	2011	0.0962	91.0
GHA	pol	2012	0.0839	100.0
GHA	pol	2013	0.0937	95.0
GHA	pol	2014	0.1097	97.0
GHA	pol	2015	0.112	96.0
GHA	pol	2016	0.112	95.0
GHA	pol	2017	0.097	112.0
GHA	pol	2018	0.097	117.0
GHA	pol	2019	0.129	107.0
GHA	pol	2020	0.135	110.0
GIN	glob	2006	nan	nan
GIN	glob	2007	nan	nan
GIN	glob	2008	nan	nan
GIN	glob	2009	nan	nan
GIN	glob	2010	nan	nan
GIN	glob	2011	nan	nan
GIN	glob	2012	nan	nan
GIN	glob	2013	nan	nan
GIN	glob	2014	0.6005	132.0
GIN	glob	2015	0.618	131.0
GIN	glob	2016	0.64	122.0
GIN	glob	2017	0.659	113.0
GIN	glob	2018	0.656	116.0
GIN	glob	2019	0.642	125.0
GIN	glob	2020	0.66	118.0
GIN	eco	2006	nan	nan
GIN	eco	2007	nan	nan
GIN	eco	2008	nan	nan
GIN	eco	2009	nan	nan
GIN	eco	2010	nan	nan
GIN	eco	2011	nan	nan
GIN	eco	2012	nan	nan
GIN	eco	2013	nan	nan
GIN	eco	2014	0.6561	74.0
GIN	eco	2015	0.666	76.0
GIN	eco	2016	0.745	29.0
GIN	eco	2017	0.813	10.0
GIN	eco	2018	0.82	7.0
GIN	eco	2019	0.803	10.0
GIN	eco	2020	0.839	6.0
GIN	edu	2006	nan	nan
GIN	edu	2007	nan	nan
GIN	edu	2008	nan	nan
GIN	edu	2009	nan	nan
GIN	edu	2010	nan	nan
GIN	edu	2011	nan	nan
GIN	edu	2012	nan	nan
GIN	edu	2013	nan	nan
GIN	edu	2014	0.6489	141.0
GIN	edu	2015	0.707	143.0
GIN	edu	2016	0.718	142.0
GIN	edu	2017	0.699	143.0
GIN	edu	2018	0.682	147.0
GIN	edu	2019	0.68	151.0
GIN	edu	2020	0.68	153.0
GIN	health	2006	nan	nan
GIN	health	2007	nan	nan
GIN	health	2008	nan	nan
GIN	health	2009	nan	nan
GIN	health	2010	nan	nan
GIN	health	2011	nan	nan
GIN	health	2012	nan	nan
GIN	health	2013	nan	nan
GIN	health	2014	0.9674	107.0
GIN	health	2015	0.967	116.0
GIN	health	2016	0.967	115.0
GIN	health	2017	0.964	132.0
GIN	health	2018	0.962	138.0
GIN	health	2019	0.962	141.0
GIN	health	2020	0.98	109.0
GIN	pol	2006	nan	nan
GIN	pol	2007	nan	nan
GIN	pol	2008	nan	nan
GIN	pol	2009	nan	nan
GIN	pol	2010	nan	nan
GIN	pol	2011	nan	nan
GIN	pol	2012	nan	nan
GIN	pol	2013	nan	nan
GIN	pol	2014	0.1296	83.0
GIN	pol	2015	0.13	85.0
GIN	pol	2016	0.13	88.0
GIN	pol	2017	0.162	76.0
GIN	pol	2018	0.162	80.0
GIN	pol	2019	0.125	108.0
GIN	pol	2020	0.157	96.0
GMB	glob	2006	0.6446	80.0
GMB	glob	2007	0.6421	95.0
GMB	glob	2008	0.6622	85.0
GMB	glob	2009	0.6752	75.0
GMB	glob	2010	0.6762	75.0
GMB	glob	2011	0.6763	77.0
GMB	glob	2012	0.663	93.0
GMB	glob	2013	nan	nan
GMB	glob	2014	nan	nan
GMB	glob	2015	0.674	98.0
GMB	glob	2016	0.667	104.0
GMB	glob	2017	0.649	119.0
GMB	glob	2018	0.642	120.0
GMB	glob	2019	0.628	136.0
GMB	glob	2020	nan	nan
GMB	eco	2006	0.6876	25.0
GMB	eco	2007	0.6866	37.0
GMB	eco	2008	0.7063	32.0
GMB	eco	2009	0.7412	23.0
GMB	eco	2010	0.7588	14.0
GMB	eco	2011	0.7561	19.0
GMB	eco	2012	0.7716	18.0
GMB	eco	2013	nan	nan
GMB	eco	2014	nan	nan
GMB	eco	2015	0.697	58.0
GMB	eco	2016	0.685	60.0
GMB	eco	2017	0.627	100.0
GMB	eco	2018	0.598	116.0
GMB	eco	2019	0.584	122.0
GMB	eco	2020	nan	nan
GMB	edu	2006	0.8086	106.0
GMB	edu	2007	0.8084	117.0
GMB	edu	2008	0.8355	118.0
GMB	edu	2009	0.8528	119.0
GMB	edu	2010	0.8288	121.0
GMB	edu	2011	0.832	122.0
GMB	edu	2012	0.7634	127.0
GMB	edu	2013	nan	nan
GMB	edu	2014	nan	nan
GMB	edu	2015	0.926	118.0
GMB	edu	2016	0.913	127.0
GMB	edu	2017	0.896	127.0
GMB	edu	2018	0.896	129.0
GMB	edu	2019	0.891	134.0
GMB	edu	2020	nan	nan
GMB	health	2006	0.9741	64.0
GMB	health	2007	0.9796	1.0
GMB	health	2008	0.9796	1.0
GMB	health	2009	0.9796	1.0
GMB	health	2010	0.9796	1.0
